ID,Fwy,Dir,District,County,City,State_PM,Abs_PM,Latitude,Longtitude,Length,Type,Lanes,Name,User_ID_1,User_ID_2,User_ID_3,User_ID_4
400148,85,N,4,85,68000.0,8.23,8.23,37.250664,-121.912479,0.565,ML,3,Camden Ave rm-n-diag,DT533,L3-N-37-085-00823,998065.0,420837
400149,101,S,4,85,49670.0,48.59,398.26300000000003,37.4118,-122.077964,0.05,ML,3,Shoreline Blvd rm-s-diag,DT767,L3-S-37-101-04859,998203.0,421357
400158,237,W,4,85,68000.0,8.17,8.222000000000001,37.421059,-121.93678,0.385,ML,3,Zanker Rd RM-E-Diag,DT834,L3-W-37-237-00817,998238.0,418946
400160,101,S,4,85,68000.0,35.64,385.309,37.348392,-121.86058899999999,0.455,ML,4,Alum Rock Ave rm-s-diag,DT775,L4-S-37-101-03564,998223.0,424528
400168,101,N,4,85,77000.0,43.83,393.467,37.391166,-121.995524,0.34,ML,4,Lawrence Expwy. rm-n-loop,DT953,L4-N-37-101-04383,998181.0,422668
400172,101,S,4,85,68000.0,40.59,390.26300000000003,37.376264,-121.93971200000001,1.01,ML,4,De La Cruz Blvd rm-s-diag,DT715,L4-S-37-101-04059,998155.0,424546
400174,85,N,4,85,49670.0,23.48,23.656,37.403686,-122.06976,0.8140000000000001,ML,3,oppo Moffett Blvd rm-s-loop,DT614,L3-N-37-085-02348,998094.0,420887
400178,87,N,4,85,68000.0,1.53,1.53,37.276874,-121.863698,0.25,ML,2,Capitol Expwy  rm-n-diag,DT637,L2-N-37-087-00153,998099.0,417004
400185,85,N,4,85,68000.0,16.06,16.236,37.303131,-122.034527,0.91,ML,3,De Anza Blvd/Saratoga-Sunny,DT606,L3-N-37-085-01606,998087.0,420877
400201,237,W,4,85,68000.0,6.7,6.752000000000001,37.419185999999996,-121.96283100000001,0.467,ML,3,N FIRST STREET,DT193,L3-W-37-237-00670,998231.0,418931
400206,101,S,4,85,68000.0,41.87,391.543,37.381356,-121.96211000000001,0.395,ML,4,San Tomas Expwy rm-s-loop,DT723,L4-S-37-101-04187,998165.0,424558
400209,85,S,4,85,17610.0,17.49,17.666,37.319961,-122.049031,1.245,ML,4,Stevens Creek Blvd  rm-s-diag,DT607,L4-S-37-085-01749,998089.0,419916
400213,85,S,4,85,44112.0,11.16,11.335999999999999,37.259192,-121.967128,0.595,ML,4,Winchester Blvd  rm-n-diag,DT574,L4-S-37-085-01116,998080.0,419904
400221,17,N,4,85,10340.0,12.28,24.833000000000002,37.293614,-121.937899,0.945,ML,3,Hamilton Ave  rm-n-loop,DT754,L3-N-37-017-01228,998025.0,420777
400222,85,N,4,85,68000.0,13.52,13.696,37.275395,-122.00470200000001,0.93,ML,3,oppo Saratoga Ave rm-s-diag,DT590,L3-N-37-085-01352,998082.0,420862
400227,101,N,4,85,68000.0,40.81,390.44699999999995,37.377237,-121.94358600000001,0.715,ML,5,Trimble Rd rm-n-diag,DT475,L5-N-37-101-04081,998161.0,422632
400236,87,S,4,85,68000.0,5.26,5.25,37.325009,-121.89298400000001,0.595,ML,3,Auzerais Ave/Delmas St,DT667,L3-S-37-087-00526,998113.0,417998
400238,880,S,4,85,47766.0,7.53,7.53,37.413256,-121.912324,0.55,ML,4,Great Mall Pkwy rm-s-diag,DT064,L4-S-37-880-00753,998323.0,421442
400240,17,N,4,85,44112.0,9.55,22.103,37.258184,-121.95385300000001,0.535,ML,3,NB 85 rm-n-conn,DT260,L3-N-37-017-00955,998017.0,420767
400246,101,N,4,85,69084.0,42.89,392.527,37.386551000000004,-121.97946200000001,0.31,ML,4,Great America Pkwy rm-n-diag,DTA01,L4-N-37-101-04289,998173.0,422656
400253,880,S,4,85,68000.0,2.1,2.1,37.342957,-121.925721,0.305,ML,3,The Alameda rm-s-loop,DT964,L3-S-37-880-00210,880118.0,421387
400257,87,S,4,85,68000.0,2.66,2.65,37.291715,-121.871799,0.27,ML,3,Curtner Ave rm-n-diag,DT641,L3-S-37-087-00266,187110.0,417184
400258,87,N,4,85,68000.0,4.36,4.36,37.313462,-121.886197,0.45,ML,3,Lelong St rm-n-diag,DT649,L3-N-37-087-00436,998109.0,420897
400268,85,N,4,85,68000.0,5.18,5.18,37.255651,-121.858078,0.6,ML,3,SANTA TERESA,DT488,L3-N-37-085-00518,998053.0,420812
400274,237,W,4,85,77000.0,R4.68,4.737,37.409627,-121.997252,0.59,ML,3,oppo Lawrence Expwy,DT847,L3-W-37-237-R0468,998242.0,418916
400278,17,S,4,85,44112.0,10.2,22.753,37.266560999999996,-121.948692,1.42,ML,3,San Tomas Expwy rm-s-diag,DT482,L3-S-37-017-01020,998019.0,421187
400280,87,N,4,85,68000.0,.45,0.45,37.26198,-121.858479,0.475,ML,2,Santa Teresa Blvd / NB 85,DT624,L2-N-37-087-00045,998095.0,417782
400292,280,S,4,85,68000.0,5.78,7.162000000000001,37.316378,-121.972052,1.14,ML,4,Saratoga ave  rm-s-diag,DT597,L4-S-37-280-00578,998251.0,419400
400296,237,E,4,85,68000.0,8.03,8.082,37.420359000000005,-121.93915,0.53,ML,3,oppo Zanker Rd  rm-w-loop,DT822,L3-E-37-237-00803,998236.0,420572
400298,17,S,4,85,10340.0,12.24,24.793000000000003,37.293046999999994,-121.93786100000001,1.095,ML,3,Hamilton Ave rm-s-diag,DT269,L3-S-37-017-01224,998023.0,421192
400330,101,S,4,85,77000.0,45.63,395.30300000000005,37.398628,-122.026802,0.31,ML,4,Mathilda Ave. rm-s-diag,DT739,L4-S-37-101-04563,998189.0,424594
400336,85,N,4,85,68000.0,9.1,9.1,37.250624,-121.92820900000001,0.6,ML,4,Union Ave rm-s-diag,DT539,L4-N-37-085-00910,998068.0,422464
400343,880,N,4,85,68000.0,2.7,2.7,37.348907000000004,-121.917833,0.735,ML,3,Coleman Ave rm-n-diag,DT082,L3-N-37-880-00270,998303.0,420997
400353,101,N,4,85,68000.0,42.19,391.827,37.383125,-121.967496,0.3,ML,4,San Tomas Expwy rm-n-diag,DTB84,L4-N-37-101-04219,998169.0,422644
400372,101,S,4,85,69084.0,42.58,392.25300000000004,37.38482,-121.974251,0.45,ML,4,Great America Pkwy rm-s-loop,DT515,L4-S-37-101-04258,998171.0,424564
400394,101,S,4,85,68000.0,38.35,388.023,37.364382,-121.90269199999999,0.28,ML,5,SB 880 rm-s-loop,DT192,L5-S-37-101-03835,998147.0,427043
400400,101,N,4,85,68000.0,35.11,384.74300000000005,37.34241,-121.85454299999999,0.3,ML,4,SB 680  rm-n-diag,DT516,L4-N-37-101-03511,998137.0,422590
400414,280,N,4,85,68000.0,6.09,7.472,37.317941999999995,-121.977301,1.435,ML,4,Saratoga Ave rm-n-diag,DT598,L4-N-37-280-00609,998253.0,422752
400418,87,N,4,85,68000.0,2.66,2.66,37.291828,-121.87183600000002,0.37,ML,3,Curtner Ave rm-n-diag,DT641,L3-N-37-087-00266,387109.0,417417
400429,280,S,4,85,68000.0,6.98,8.362,37.319424,-121.993175,1.22,ML,4,LAWRENCE EXPWY,DT897,L4-S-37-280-00698,998255.0,419406
400435,101,S,4,85,77000.0,46.81,396.483,37.403153,-122.047463,0.65,ML,4,Ellis St rm-s-diag,DT085,L4-S-37-101-04681,998195.0,424618
400436,17,N,4,85,10340.0,10.57,23.123,37.271687,-121.94703700000001,0.905,ML,3,Camden Ave rm-n-diag,DT267,l3-N-37-017-01057,998021.0,420772
400440,101,S,4,85,68000.0,36.11,385.779,37.353727,-121.865827,0.48200000000000004,ML,4,Mckee Rd/Julian St rm-s-diag,DTA42,L4-S-37-101-03611,102154.0,424534
400449,237,W,4,85,68000.0,7.11,7.162000000000001,37.419452,-121.95549799999999,0.665,ML,3,N First St,DT814,L3-W-37-237-00711,998234.0,418936
400457,87,S,4,85,68000.0,1.53,1.52,37.276763,-121.86366100000001,0.245,ML,2,Capitol Expwy  rm-n-diag,DT637,L2-S-37-087-00153,998100.0,417962
400461,85,N,4,85,68000.0,6.34,6.34,37.254781,-121.87891699999999,0.94,ML,3,ALMADEN EXPWY  RM-N-DIA,DT522,L3-N-37-085-00634,998061.0,420827
400464,85,N,4,85,44112.0,10.88,11.056,37.258029,-121.96221100000001,0.345,ML,3,SB 17& NB 17 rm-n-diag,DT571,L3-N-37-085-01088,998077.0,420857
400479,880,S,4,85,68000.0,3.94,3.94,37.362439,-121.90321100000001,0.245,ML,4,SB 101 rm-s-diag,DTA65,L4-S-37-880-00394,998311.0,421417
400485,85,N,4,85,68000.0,10.29,10.29,37.254231,-121.94921599999999,0.608,ML,3,SB 17/NB 17 rm-s-diag,DT558,L3-N-37-085-01029,998074.0,420847
400499,280,N,4,85,17610.0,8.42,9.802,37.331068,-122.014931,0.95,ML,4,WOLFE RD,DT899,L4-N-37-280-00842,998261.0,422764
400507,85,N,4,85,68000.0,15.67,15.845999999999998,37.298931,-122.02980600000001,0.515,ML,3,oppo De Anza Blvd rm-s-diag,DT602,L3-N-37-085-01567,998086.0,420872
400508,880,S,4,85,68000.0,2.55,2.55,37.34766,-121.919969,0.31,ML,3,Coleman Ave rm-s-diag,DT968,L3-S-37-880-00255,880124.0,421392
400514,880,S,4,85,68000.0,1.28,1.28,37.334602000000004,-121.93628799999999,0.345,ML,3,Bascom Ave rm-s-loop,DT954,L3-S-37-880-00128,880112.0,421377
400519,85,S,4,85,68000.0,4.87,4.87,37.255257,-121.85256000000001,0.505,ML,3,SANTA TERESA,DT480,L3-S-37-085-00487,998049.0,421222
400528,85,S,4,85,49670.0,22.49,22.666,37.388892999999996,-122.06882900000001,0.375,ML,3,EAST EVELYN AVE,DT608,L3-S-37-085-02249,998091.0,421297
400545,101,S,4,85,77000.0,46.02,395.69300000000004,37.40013,-122.03362800000001,0.545,ML,4,EB 237 rm-s-diag,DT221,L4-S-37-101-04602,998193.0,424606
400560,280,N,4,85,69084.0,7.63,9.012,37.324839000000004,-122.00289099999999,1.165,ML,4,Stevens Creek Blvd  rm-n-diag,DT898,l4-N-37-280-00763,998257.0,422758
400563,87,N,4,85,68000.0,5.26,5.26,37.325124,-121.89306200000001,0.33,ML,3,Auzerais Ave/Delmas St,DT667,L3-N-37-087-00526,998114.0,417433
400567,237,E,4,85,68000.0,6.7,6.752000000000001,37.418931,-121.96282099999999,0.467,ML,4,N First St,DT193,L4-E-37-237-00670,998232.0,420414
400581,237,W,4,85,77000.0,2.87,2.927,37.402668,-122.02906899999999,0.6,ML,2,Mathilda Ave rm-w-diag,DT854,L2-W-37-237-00287,998247.0,418901
400582,85,S,4,85,68000.0,13.52,13.696,37.275211999999996,-122.004898,0.93,ML,3,Saratoga Ave rm-s-diag,DT590,L3-S-37-085-01352,998081.0,421272
400586,101,S,4,85,68000.0,40.75,390.423,37.376835,-121.94253700000002,0.6,ML,4,Trimble Rd. rm-s-loop,DT716,L4-S-37-101-04075,998159.0,424552
400637,85,S,4,85,68000.0,5.05,5.05,37.255322,-121.85576499999999,0.18,ML,3,SANTA TERESA,DT484,L3-S-37-085-00505,998051.0,421227
400643,101,S,4,85,77000.0,43.79,393.463,37.390763,-121.99491200000001,0.49,ML,4,Lawrence Expwy. rm-s-loop,DT737,L4-S-37-101-04379,998179.0,424576
400648,85,S,4,85,68000.0,16.06,16.236,37.303016,-122.034801,0.91,ML,3,De Anza Blvd/Saratoga-Sunny,DT606,L3-S-37-085-01606,998088.0,421287
400649,17,N,4,85,44112.0,9.06,21.613000000000003,37.251740999999996,-121.958118,0.85,ML,2,LARK AVE,DT185,L2-N-37-017-00906,998009.0,417770
400654,87,N,4,85,68000.0,3.07,3.07,37.297486,-121.874117,0.44,ML,3,Curtner Ave  rm-n-diag,DT645,L3-N-37-087-00307,87111.0,417421
400664,87,N,4,85,68000.0,3.54,3.54,37.303458,-121.878143,0.465,ML,3,Almaden Expwy  rm-n-diag,DT646,L3-N-37-087-00354,998107.0,417425
400665,680,S,4,85,68000.0,.2,0.19,37.341439,-121.849299,0.188,ML,4,King Rd rm-s-diag,DT593,L4-S-37-680-00020,998279.0,419442
400668,101,N,4,85,68000.0,36.22,385.853,37.35512,-121.86696699999999,0.382,ML,4,Mckee Rd/Julian St  rm-n-diag,DT811,L4-N-37-101-03622,101157.0,422602
400673,280,S,4,85,17610.0,8.31,9.692,37.329972,-122.013423,0.545,ML,4,Wolfe Rd rm-s-loop,DT923,L4-S-37-280-00831,998265.0,419418
400677,85,N,4,85,17610.0,17.49,17.666,37.320009999999996,-122.04875700000001,0.95,ML,4,Stevens Creek Blvd  rm-s-diag,DT607,L4-N-37-085-01749,998090.0,422482
400687,237,W,4,85,77000.0,R4.47,4.527,37.408833,-122.00098899999999,0.415,ML,3,Lawrence Expwy rm-w-diag,DT842,L3-W-37-237-R0447,998239.0,418911
400688,85,N,4,85,44112.0,11.16,11.335999999999999,37.259412,-121.966974,0.595,ML,4,Winchester Blvd  rm-n-diag,DT574,L4-N-37-085-01116,998079.0,422470
400690,85,S,4,85,68000.0,6.22,6.22,37.255184,-121.87681699999999,0.935,ML,3,ALMADEN EXPWY,DT518,L3-S-37-085-00622,998059.0,421237
400700,85,S,4,85,,9.43,9.43,37.251345,-121.93408899999999,0.485,ML,3,Union Ave  rm-n-diag,DT541,L3-S-37-085-00943,998070.0,421252
400709,880,S,4,85,68000.0,1.94,1.94,37.341275,-121.927699,0.41,ML,4,The Alameda rm-s-diag,DT961,L4-S-37-880-00194,880116.0,421382
400713,85,N,4,85,,9.43,9.43,37.251585,-121.934046,0.595,ML,3,Union Ave  rm-n-diag,DT541,L3-N-37-085-00943,998069.0,420842
400714,280,N,4,85,68000.0,4.76,6.142,37.316788,-121.95351200000002,0.695,ML,4,Winchester Blvd rm-n-diag,DT858,l4-N-37-280-00476,998249.0,422746
400715,17,N,4,85,44112.0,9.4,21.953000000000003,37.256205,-121.95535500000001,0.245,ML,2,SB 85 rm-n-conn,DT244,L2-N-37-017-00940,998013.0,417774
400717,85,S,4,85,68000.0,8.23,8.23,37.250424,-121.91246699999999,0.565,ML,4,Camden Ave rm-n-diag,DT533,L4-S-37-085-00823,998066.0,419892
400723,880,S,4,85,68000.0,1.25,1.25,37.334296,-121.936706,0.37,ML,4,Bascom Ave rm-s-diag,DT942,L4-S-37-880-00125,998287.0,421372
400743,101,S,4,85,77000.0,45.72,395.39300000000003,37.398989,-122.028373,0.195,ML,4,Mathilda Ave rm-s-loop,DT743,L4-S-37-101-04572,998191.0,424600
400750,85,N,4,85,68000.0,7.97,7.97,37.250746,-121.90776299999999,0.945,ML,3,oppo Camden Ave rm-s-diag,DT529,L3-N-37-085-00797,998064.0,420832
400760,101,N,4,85,68000.0,40.1,389.73699999999997,37.374628,-121.931055,0.53,ML,4,NB 87 rm-n-diag,DTB04,L4-N-37-101-04010,998153.0,422626
400772,85,S,4,85,68000.0,9.1,9.1,37.250448,-121.928226,0.6,ML,3,Union Ave rm-s-diag,DT539,L3-S-37-085-00910,998067.0,421247
400790,101,N,4,85,77000.0,43.98,393.61699999999996,37.391921999999994,-121.998077,0.52,ML,5,Lawrence Expwy rm-n-diag,DT955,L5-N-37-101-04398,998183.0,426532
400792,85,S,4,85,68000.0,10.47,10.645999999999999,37.255491,-121.95554299999999,0.38299999999999995,ML,3,Bascom Ave rm-n-diag,DT569,L3-S-37-085-01047,998076.0,421262
400794,101,S,4,85,77000.0,43.72,393.39300000000003,37.390421999999994,-121.99371599999999,0.245,ML,5,Lawrence Expwy rm-s-diag,DT952,L5-S-37-101-04372,998177.0,427064
400799,280,N,4,85,68000.0,1.59,1.59,37.327927,-121.87613700000001,0.28,ML,4,10TH ST,DT599,L4-N-37-280-00159,998275.0,422722
400804,101,N,4,85,68000.0,34.56,384.19300000000004,37.336089,-121.848437,0.055,ML,4,Story Rd/SB 280 rm-n-coll,DTA66,L4-N-37-101-03456,998135.0,422584
400822,85,N,4,85,68000.0,10.47,10.645999999999999,37.255715,-121.955375,0.38299999999999995,ML,3,Bascom Ave rm-n-diag,DT569,L3-N-37-085-01047,998075.0,420852
400823,280,S,4,85,17610.0,9.31,10.692,37.334249,-122.030111,1.075,ML,4,De Anza Blvd rm-s-diag,DT002,L4-S-37-280-00931,998269.0,422770
400828,85,S,4,85,68000.0,15.67,15.845999999999998,37.298804,-122.03007099999999,0.515,ML,3,De Anza Blvd rm-s-diag,DT602,L3-S-37-085-01567,998085.0,421282
400832,17,S,4,85,44112.0,9.27,21.823,37.254601,-121.956775,0.24,ML,3,SB 85 rm-s-diag,DT219,L3-S-37-017-00927,998011.0,421182
400837,87,S,4,85,68000.0,3.54,3.53,37.303359,-121.87806599999999,0.565,ML,3,Almaden Expwy  rm-n-diag,DT646,L3-S-37-087-00354,998108.0,417589
400842,87,S,4,85,68000.0,.45,0.44,37.261849,-121.859205,0.555,ML,2,Santa Teresa Blvd / NB 85,DT624,L2-S-37-087-00045,998096.0,417950
400863,101,N,4,85,68000.0,39.28,388.917,37.371809000000006,-121.91655,0.43,ML,4,N 1st St rm-n-loop,DT699,L4-N-37-101-03928,998149.0,422614
400869,85,S,4,85,49670.0,23.48,23.656,37.403673,-122.069953,0.8590000000000001,ML,3,Moffett Blvd rm-s-loop,DT614,L3-S-37-085-02348,998093.0,421302
400873,237,E,4,85,68000.0,8.17,8.222000000000001,37.420927,-121.93673999999999,2.57,ML,3,ZANKER RD,DT834,L3-E-37-237-00817,998237.0,420577
400895,101,S,4,85,68000.0,41.79,391.463,37.380958,-121.96074099999998,0.56,ML,5,San Tomas Expwy rm-s-diag,DT722,L5-S-37-101-04179,998163.0,427057
400904,101,S,4,85,77000.0,44.7,394.37300000000005,37.395067,-122.01051799999999,0.54,ML,4,Fair Oaks Ave rm-s-diag,DT738,L4-S-37-101-04470,998185.0,424582
400907,85,S,4,85,44112.0,10.88,11.056,37.257815,-121.96236999999999,0.345,ML,3,SB 17& NB 17 rm-n-diag,DT571,L3-S-37-085-01088,998078.0,421267
400911,101,N,4,85,68000.0,39.59,389.227,37.372673999999996,-121.922087,0.41,ML,4,Brokaw Rd rm-n-diag,DT713,L4-N-37-101-03959,998151.0,422620
400916,87,N,4,85,68000.0,4.9,4.9,37.320403999999996,-121.89031000000001,0.45,ML,3,NB & SB 280  rm-s-conn,DT660,L3-N-37-087-00490,998112.0,420902
400922,101,S,4,85,68000.0,38.17,387.843,37.363644,-121.89953500000001,0.37,ML,5,NB 880 rm-s-diag,DT717,L5-S-37-101-03817,998143.0,427036
400934,85,S,4,85,68000.0,10.29,10.29,37.254002,-121.94936499999999,0.28800000000000003,ML,3,SB 17/NB 17 rm-s-diag,DT558,L3-S-37-085-01029,998073.0,421257
400951,880,N,4,85,,.54,0.54,37.325151,-121.940679,0.51,ML,4,Stevens Creek Blvd,DT938,L4-N-37-880-00054,880103.0,420982
400952,85,N,4,85,70280.0,13.93,14.106,37.279234,-122.01035,0.755,ML,3,Saratoga Ave  rm-n-diag,DT595,L3-N-37-085-01393,998083.0,420867
400953,280,N,4,85,68000.0,1.85,1.85,37.327241,-121.88076000000001,0.23,ML,4,4TH ST/REED ST,DT208,L4-N-37-280-00185,998277.0,422728
400964,101,N,4,85,68000.0,40.65,390.287,37.376684999999995,-121.94075,0.355,ML,3,De La Cruz Blvd rm-n-loop,DT672,l3-N-37-101-04065,998157.0,420957
400965,101,N,4,85,68000.0,37.84,387.477,37.363310999999996,-121.893592,0.83,ML,4,Oakland Rd rm-n-diag,DT683,L4-N-37-101-03784,998141.0,422608
400970,237,E,4,85,77000.0,R4.73,4.787,37.409675,-121.996301,1.16,ML,3,Lawrence Expwy rm-e-coll/diag,DT847,L3-E-37-237-R0473,998241.0,420557
400971,880,S,4,85,68000.0,4.39,4.39,37.368669,-121.90133600000001,0.545,ML,4,Old Bayshore Hwy,DT072,L4-S-37-880-00439,998319.0,421427
400973,237,E,4,85,69084.0,R6.17,6.227,37.417735,-121.972451,0.982,ML,3,Great America Pkwy rm-e-diag,DT852,L3-E-37-237-R0617,998245.0,420562
400995,87,S,4,85,68000.0,4.36,4.35,37.313375,-121.88610600000001,0.45,ML,5,Lelong St rm-n-diag,DT649,L5-S-37-087-00436,998110.0,427015
400996,101,N,4,85,68000.0,35.84,385.473,37.350928,-121.862378,0.51,ML,4,Alum Rock Ave  rm-n-diag,DT794,L4-N-37-101-03584,998227.0,422596
401014,237,W,4,85,68000.0,8.03,8.082,37.420505,-121.9392,0.53,ML,3,ZANKER RD,DT822,L3-W-37-237-00803,998235.0,418941
401129,87,N,4,85,68000.0,.68,0.68,37.265284,-121.85897299999999,0.275,ML,4,200' S of Branham Lane,DT126,L4-N-37-087-00068,187103.0,417790
401154,87,S,4,85,68000.0,.68,0.67,37.265167,-121.85895900000001,0.3,ML,3,oppo 200' S of Branham Lane,DT126,L3-S-37-087-00068,287104.0,417954
401163,280,S,4,85,68000.0,4.47,4.47,37.316756,-121.92318600000002,0.55,ML,5,LEIGH AVE OC,DT881,L5-S-37-280-00447,280312.0,427078
401167,280,N,4,85,68000.0,4.47,4.47,37.316984000000005,-121.923208,0.315,ML,5,Leigh Ave OC,DT881,L5-N-37-280-00447,280310.0,426567
401210,85,N,4,85,70280.0,15.03,15.206,37.291198,-122.02339099999999,0.87,ML,3,200' N of Blue Hills POC,DT190,L3-N-37-085-01503,85101.0,422476
401224,85,S,4,85,70280.0,15.03,15.206,37.291053999999995,-122.02363799999999,0.87,ML,3,200' N of Blue Hills POC,DT190,L3-S-37-085-01503,85102.0,419910
401327,280,S,4,85,68000.0,3.97,3.97,37.315095,-121.914498,0.23,ML,4,400' S OF MERIDIAN AVE,DT605,L4-S-37-280-00397,998877.0,419388
401351,237,W,4,85,77000.0,2.65,2.707,37.401701,-122.03287900000001,2.61,ML,2,WB 237  TO NB101,DT591,L2-W-37-237-00265,998896.0,418150
401388,280,S,4,85,68000.0,4.7,6.082000000000001,37.316628,-121.95243799999999,0.841,ML,4,BASCOM & LELAND,DT195,L4-S-37-280-00470,280318.0,419394
401391,280,S,4,85,68000.0,.18,0.18,37.337881,-121.85467,0.37,ML,2,US 101 IC (McLaughlin Ave),DT906,C2-S-37-280-00018,280314.0,417621
401400,280,N,4,85,68000.0,4.7,6.082000000000001,37.316841,-121.952427,0.406,ML,6,Bascom & Leland,DTB40,L6-N-37-280-00470,280317.0,422740
401403,280,N,4,85,68000.0,.18,0.18,37.338232,-121.854583,0.23,ML,2,US 101 IC (McLaughlin Ave),DT906,C2-N-37-280-00018,280313.0,417453
401440,880,S,4,85,68000.0,3.44,3.44,37.356826,-121.908804,0.445,ML,4,N First St rm-s-diag,DT226,L4-S-37-880-00344,998916.0,421407
401457,87,S,4,85,68000.0,1.73,1.72,37.279515,-121.86478400000001,0.295,ML,4,oppo Hillsdale Ave,DT128,L4-S-37-087-00173,87108.0,417569
401464,880,N,4,85,47766.0,8.36,8.36,37.424833,-121.916049,0.225,ML,4,EB 237 rm-n-loop,DT685,L4-N-37-880-00836,998947.0,421027
401489,880,N,4,85,47766.0,8.55,8.55,37.427486,-121.91696200000001,0.205,ML,4,Calaveras Blvd rm-n-diag,DT686,L4-N-37-880-00855,998948.0,421032
401495,85,S,4,85,68000.0,5.23,5.23,37.255346,-121.85898,0.525,ML,4,Santa Teresa rm-n-diag,DT973,L4-S-37-085-00523,998999.0,419886
401507,101,N,4,85,49670.0,48.69,398.327,37.412677,-122.07953899999998,0.365,ML,6,SHORELINE BLVD,DT765,L6-N-37-101-04869,999000.0,423610
401534,101,N,4,85,49670.0,47.83,397.467,37.407511,-122.065278,0.455,ML,4,MOFFETT BLVD,DT762,L4-N-37-101-04783,999003.0,422704
401541,880,N,4,85,68000.0,4.5,4.5,37.370203000000004,-121.90151399999999,0.53,ML,3,Gish Rd rm-n-diag,DT094,L3-N-37-880-00450,999036.0,421017
401555,85,N,4,85,68000.0,5.23,5.23,37.255657,-121.858984,0.455,ML,3,Santa Teresa rm-n-diag,DT973,L3-N-37-085-00523,998998.0,420817
401560,880,N,4,85,68000.0,3.51,3.51,37.357526,-121.90788400000001,0.455,ML,3,1st St rm-n-loop,DT970,L3-N-37-880-00351,999001.0,421002
